ID,markaURL
127,https://www.sikayetvar.com/kuveyt-turk
128,https://www.sikayetvar.com/ykmkitap
129,https://www.sikayetvar.com/grandpashabet
130,https://www.sikayetvar.com/evkur-alisveris
131,https://www.sikayetvar.com/popeyes
132,https://www.sikayetvar.com/cvmakercomtr
133,https://www.sikayetvar.com/decathlon
134,https://www.sikayetvar.com/iphone
135,https://www.sikayetvar.com/arzum
136,https://www.sikayetvar.com/ups-turkiye
137,https://www.sikayetvar.com/belbim-istanbulkart
138,https://www.sikayetvar.com/ulker
139,https://www.sikayetvar.com/apple
140,https://www.sikayetvar.com/turk-kizilay
141,https://www.sikayetvar.com/medical-park-hastanesi
142,https://www.sikayetvar.com/bir-gunde-kargo
143,https://www.sikayetvar.com/adidas
144,https://www.sikayetvar.com/marti
